car_id,sgt_route_cluster_1
20155123055114-470,26
20155123085147-286,91
20155123095114-41,8
20155123095125-681,22
20155123105120-139,27
20155123105159-430,27
20155123115132-660,115
20155124035131-240,125
20155124035137-104,16
20155124045148-189,56
20155124065101-676,27
20155124095131-809,55
20155124095132-430,91
20155124105159-309,86
20155124115146-742,27
20155125045126-764,52
20155125065153-13,69
20155125075128-608,36
20155125115109-261,21
20155126015101-584,101
20155126025133-294,80
20155126035129-589,90
20155126045131-960,84
20155126055159-410,68
20155126075149-53,69
20155126125144-977,7
20155127015149-97,54
20155127035102-451,46
20155127045143-781,44
20155127055114-680,136
20155127055150-486,61
20155127065120-711,54
20155127085107-519,10
20155127085135-450,26
20155127105102-588,5
20155127115141-140,9
20155127125107-814,20
20155128015133-316,77
20155128035145-987,48
20155128075157-284,43
20155129015103-260,79
20155129025110-549,122
20155129035122-438,107
20155129045107-400,51
20155129045121-174,26
20155129055147-431,6
20155129085126-994,79
20155129105136-293,132
20155129125114-867,65
20155130025118-645,73
20155130035117-109,15
20155130045107-925,48
20155130055115-290,137
20155130055132-838,108
20155130065116-719,9
20155130075100-46,34
20155130095154-411,36
20155130115135-673,46
20155130115150-842,9
20155130125126-108,5
20155131115159-825,88
20155201015221-957,77
20155201025212-846,69
20155201025239-418,58
20155201025245-696,111
20155201035213-815,103
20155201035224-590,123
20155201055205-698,27
20155201055223-716,20
20155201075206-349,26
20155201075209-669,9
20155201095259-137,67
20155202015257-248,69
20155202025227-496,86
20155202035206-111,88
20155202065206-711,9
20155202065231-630,125
20155202075207-398,15
20155202075214-474,8
20155202095248-887,48
20155202105256-995,48
20155202115233-71,27
20155203015202-223,40
20155203015220-852,40
20155203045228-554,25
20155203065209-82,8
20155203065228-993,73
20155203065229-254,96
20155203095227-377,72
20155203095254-173,98
20155203105243-520,74
20155203105250-184,27
20155203125254-748,114
20155204015210-595,5
20155204015218-625,42
20155204055205-222,77
20155204055234-952,115
20155204075252-177,8
20155204095225-879,27
20155204105236-384,16
20155204105251-380,130
20155204125243-368,61
20155205015233-851,134
20155205025239-81,69
20155205025245-653,21
20155205045211-58,57
20155205045234-468,72
20155205085202-209,96
20155205095235-701,16
20155205095236-132,124
20155205105243-924,35
20155205125210-970,27
20155206025224-627,160
20155206025244-634,30
20155206035248-482,129
20155206045202-110,43
20155206065253-470,10
20155206075204-722,23
20155206085214-352,16
20155206095205-734,90
20155206105202-711,129
20155206105220-877,75
20155206105236-868,10
20155206115240-47,23
20155206125203-732,35
20155207025224-620,36
20155207035220-980,8
20155207035246-589,48
20155207075209-878,68
20155207075241-172,33
20155207115216-391,69
20155207115250-213,100
20155208035222-55,10
20155208045207-674,8
20155208045228-597,47
20155208065252-159,23
20155208075242-780,91
20155208085206-672,5
20155208105227-714,8
20155208105246-426,9
20155208105249-310,97
20155208125234-73,6
20155209015212-409,45
20155209015217-718,22
20155209035225-643,32
20155209065239-593,15
20155209085220-909,8
20155209085240-71,4
20155209085255-542,85
20155210015230-182,149
20155210025227-374,8
20155210025230-794,21
20155210045205-876,9
20155210045254-447,26
20155210085237-852,144
20155210105207-288,27
20155210105230-671,78
20155210105231-380,8
20155210115204-9,149
20155211015231-940,9
20155211035238-685,42
20155211045248-317,10
20155211045258-980,112
20155211055252-393,0
20155211075227-27,60
20155211075244-304,91
20155211085223-496,89
20155211105222-197,10
20155211105237-636,16
20155212035238-957,35
20155212055201-823,144
20155212055238-204,6
20155212095211-676,135
20155213015220-211,60
20155213035255-286,16
20155213045213-184,34
20155213045247-855,69
20155213045249-101,73
20155213085238-710,69
20155213095212-354,36
20155213095235-98,25
20155213095244-486,9
20155213115254-355,13
20155214025202-174,36
20155214065227-368,34
20155214075250-45,118
20155214095206-793,37
20155214095239-156,9
20155214125258-653,125
20155215035252-945,35
20155215065201-621,60
20155215095214-503,21
20155215105244-919,8
20155216015224-688,73
20155216015226-188,5
20155216015253-395,101
20155216055209-787,49
20155216055230-781,118
20155216065247-105,36
20155216125240-140,6
20155217025222-831,27
20155217055238-804,113
20155217085253-931,9
20155217105212-400,5
20155217105219-132,124
20155217105224-269,85
20155217105258-508,157
20155217115255-205,5
20155218045221-583,104
20155218065202-828,20
20155218065236-433,10
20155218085224-640,83
20155218085232-407,108
20155218105226-400,15
20155218105228-898,35
20155219015258-947,85
20155219035208-979,8
20155219035228-248,148
20155219055208-563,10
20155219065253-324,121
20155219075248-264,128
20155219085255-410,44
20155219105223-621,27
20155219125211-610,69
20155219125246-276,34
20155220045244-126,36
20155220055213-805,25
20155220065205-214,12
20155220075210-527,48
20155220085241-907,95
20155220115228-339,18
20155221025221-111,69
20155221025244-122,21
20155221035215-286,8
20155221035222-673,96
20155221055211-397,36
20155221075249-459,52
20155221085210-381,142
20155221115237-739,107
20155221125213-371,80
20155221125229-19,52
20155222025217-753,83
20155222025248-836,67
20155222035235-759,83
20155222045208-617,8
20155222065249-298,129
20155222065258-26,98
20155222065258-67,16
20155222075242-97,109
20155222075248-559,9
20155222095214-329,96
20155223015236-307,67
20155223025223-42,157
20155223035220-257,71
20155223035220-518,157
20155223045209-786,122
20155223065200-218,90
20155223085229-650,144
20155223105214-913,149
20155223105218-491,10
20155224025254-187,105
20155224065246-744,34
20155224075219-422,69
20155224115207-570,98
20155224125203-186,36
20155225015258-557,27
20155225025231-666,105
20155225035240-735,4
20155225055204-556,11
20155225085241-468,91
20155225095237-844,9
20155225095243-141,27
20155225095247-318,127
20155226015215-356,144
20155226085244-734,52
20155226125229-218,24
20155226125254-369,69
20155227015235-465,10
20155227055231-464,52
20155227065217-969,157
20155227075208-342,40
20155227085257-55,124
20155227095221-937,32
20155227095236-451,10
20155227105226-846,8
20155227105245-707,67
20155227125212-315,107
20155228015220-418,21
20155228015222-976,49
20155228015224-387,35
20155228015245-135,51
20155228055244-170,36
20155228095216-123,24
20155228105231-492,44
20155228125210-442,103
20155228125229-86,160
20155229035205-191,97
20155229035239-568,125
20155229075209-557,10
20155229095213-604,64
20155229095223-993,49
20155229095259-503,57
20155229105207-599,7
20155230015214-596,69
20155230015235-98,122
20155230025233-218,49
20155230025241-974,5
20155230035222-748,37
20155230055211-490,10
20155230065221-463,10
20155230075202-580,124
20155230075217-364,9
20155230075218-899,17
20155230105211-483,9
20155230115226-97,6
20155231035227-0,0
20155231075227-33,10
20155231085202-341,16
20155231105237-675,8
20155231105239-338,41
20155301025312-741,20
20155301025350-31,36
20155301055312-754,94
20155301055347-195,16
20155301065327-174,69
20155301065341-712,114
20155301065349-981,101
20155301085312-76,25
20155301085317-34,115
20155301085322-946,35
20155301085350-513,14
20155301095314-712,113
20155302025312-112,118
20155302025352-365,10
20155302045335-245,90
20155302055315-401,86
20155302055357-472,5
20155302075339-508,10
20155302085319-879,118
20155302105321-61,34
20155303015353-82,20
20155303025331-674,52
20155303045331-550,58
20155303045356-851,59
20155303055334-250,123
20155303075313-600,137
20155303075334-830,-1
20155303095333-234,35
20155303105327-375,10
20155303125317-749,11
20155303125323-651,24
20155304015337-125,121
20155304025306-399,58
20155304025322-657,34
20155304035331-275,67
20155304045330-928,14
20155304065306-536,15
20155304065335-775,58
20155304065358-506,125
20155304075353-452,24
20155304085320-560,92
20155304095307-596,11
20155304095308-767,113
20155304095343-996,47
20155304105338-631,90
20155304115351-36,36
20155304125320-819,54
20155305015326-67,1
20155305025321-220,32
20155305035315-90,68
20155305035350-216,34
20155305045325-23,9
20155305065314-246,39
20155305075315-881,20
20155305075355-395,-1
20155305105337-96,34
20155306025329-730,9
20155306045344-471,106
20155306065348-338,36
20155306075307-769,16
20155306085328-467,115
20155306095352-482,4
20155306105320-633,48
20155306105321-278,49
20155306125304-711,94
20155307025311-47,44
20155307025317-697,59
20155307025324-839,10
20155307025337-508,48
20155307035343-528,49
20155307045325-414,25
20155307065347-120,9
20155307075336-227,13
20155307085318-512,123
20155307105318-981,160
20155307115300-161,91
20155307115340-426,8
20155307125327-646,73
20155308015342-512,10
20155308025321-11,50
20155308035318-433,49
20155308045304-549,35
20155308045321-417,73
20155308055353-564,26
20155308075300-140,10
20155308075334-739,102
20155308085309-182,79
20155308095329-948,16
20155308105343-910,67
20155308105346-779,155
20155308115306-860,26
20155308115357-769,20
20155309025344-113,36
20155309035345-751,0
20155309035353-968,4
20155309065327-597,75
20155309085359-498,57
20155309105336-908,8
20155309115300-960,94
20155309115321-822,20
20155309115343-721,90
20155309115357-981,116
20155310035300-431,110
20155310035300-564,20
20155310045309-907,16
20155310045326-207,35
20155310045357-17,35
20155310055324-613,109
20155310075332-779,109
20155310085325-400,57
20155310105320-51,87
20155310125342-214,99
20155311015300-19,9
20155311015304-643,46
20155311035305-535,30
20155311045315-402,101
20155311045343-651,34
20155311055345-30,86
20155311065304-252,109
20155311125300-290,37
20155311125315-704,20
20155312015304-1,55
20155312075311-671,27
20155312075313-766,27
20155312115354-809,85
20155312125321-91,20
20155313015324-374,41
20155313065344-641,88
20155313065353-837,27
20155313085311-65,73
20155313085338-538,72
20155313105324-362,21
20155313125338-978,36
20155314025308-302,16
20155314045352-623,26
20155314055308-151,155
20155314055358-658,10
20155314075350-327,125
20155314085317-744,109
20155314095334-971,73
20155314095341-355,25
20155314125319-412,71
20155315015313-84,73
20155315015330-416,9
20155315045344-159,155
20155315115312-396,16
20155315115319-974,6
20155315115341-748,48
20155316015308-618,68
20155316045346-112,7
20155316055341-657,146
20155316075301-46,26
20155316115321-402,115
20155316125315-277,69
20155317035328-621,9
20155317045321-311,155
20155317065325-267,34
20155317085330-284,37
20155317095309-82,155
20155317095355-5,43
20155317095356-796,15
20155317105335-21,66
20155317115307-56,24
20155317125332-60,142
20155318015334-316,155
20155318035351-42,10
20155318045300-137,25
20155318045306-53,125
20155318045307-395,155
20155318045348-403,51
20155318055356-801,26
20155318065323-808,9
20155318075328-481,90
20155318075334-519,92
20155318085323-689,10
20155318095346-528,25
20155318115320-812,36
20155318115321-937,45
20155318125311-887,20
20155319015328-845,20
20155319025303-151,65
20155319025316-132,63
20155319035337-279,21
20155319035359-974,67
20155319065307-9,20
20155319105326-404,53
20155319125338-526,69
20155319125339-656,98
20155320015318-618,9
20155320035313-723,29
20155320035314-794,30
20155320045300-526,58
20155320055308-540,26
20155320055334-779,9
20155320075307-202,72
20155320095303-993,69
20155320095322-283,1
20155320095336-544,46
20155320105353-443,48
20155320125343-802,10
20155321035317-361,34
20155321045350-617,29
20155321065324-15,27
20155321085346-715,98
20155321085354-103,20
20155321105314-535,109
20155321115343-478,73
20155321125321-407,52
20155322025303-645,8
20155322025349-465,148
20155322125316-320,54
20155323015347-523,8
20155323025342-343,70
20155323025342-437,15
20155323065317-442,136
20155323075349-302,19
20155323085324-552,98
20155323085346-26,48
20155323085353-9,34
20155323105312-749,146
20155323105314-852,26
20155323125350-4,27
20155324015307-999,34
20155324015326-739,83
20155324015341-115,8
20155324075301-513,21
20155324075339-328,70
20155324075339-417,164
20155324075359-504,164
20155324085325-903,39
20155324085350-784,79
20155324115305-405,48
20155325015305-625,164
20155325045321-836,113
20155325065316-87,29
20155325075336-825,36
20155325075339-490,100
20155325085300-934,26
20155325095328-933,84
20155325095348-282,69
20155325115348-290,34
20155326015327-562,11
20155326025302-192,10
20155326035314-70,22
20155326065327-167,10
20155326065330-762,121
20155326075304-176,49
20155326075351-224,71
20155326105306-68,136
20155326105308-899,56
20155326105319-704,34
20155326115307-439,8
20155327035347-535,61
20155327055311-62,0
20155327065304-831,27
20155327065348-42,16
20155327065352-143,27
20155327075348-763,9
20155327085332-624,136
20155327095347-642,90
20155327105347-925,6
20155328035310-746,116
20155328035319-760,26
20155328035326-113,0
20155328055322-628,84
20155328075344-727,48
20155328085310-805,52
20155328095345-887,33
20155328105351-17,86
20155328125314-729,90
20155329045329-278,16
20155329045346-171,72
20155329055303-413,48
20155329055314-780,20
20155329085335-705,119
20155329105327-356,34
20155330025354-711,139
20155330035332-211,78
20155330035349-797,45
20155330045344-404,9
20155330055334-238,105
20155330085301-206,8
20155330085329-653,8
20155330095316-775,143
20155330095334-363,80
20155330115319-514,71
20155330125308-863,58
20155330125313-561,1
20155331025312-334,143
20155331025328-447,24
20155331025357-961,72
20155331025358-360,48
20155331055329-993,10
20155331085312-528,7
20155401015403-770,27
20155401015444-439,142
20155401025432-410,57
20155401045441-227,135
20155401055424-365,8
20155401115443-339,117
20155401115457-529,42
20155402015440-235,82
20155402035448-649,9
20155402045434-428,15
20155402055423-909,83
20155402055458-607,10
20155402085412-825,85
20155402095430-944,109
20155402095455-468,80
20155403015401-677,55
20155403025439-26,121
20155403025440-94,48
20155403025453-621,8
20155403035424-543,136
20155403035448-157,9
20155403045427-339,135
20155403045449-754,69
20155403055431-257,79
20155403055431-688,91
20155403055443-412,48
20155403105442-397,16
20155403125436-517,74
20155404015431-242,9
20155404025418-130,27
20155404025425-846,42
20155404025436-249,80
20155404035404-301,8
20155404045416-984,57
20155404055405-546,51
20155404065421-768,25
20155404075449-856,158
20155405015448-33,75
20155405015451-772,16
20155405025445-798,89
20155405035411-744,99
20155405045446-551,41
20155405055416-800,50
20155405055439-901,80
20155405065448-222,27
20155405095438-449,34
20155405095456-527,20
20155405125402-226,61
20155406115453-795,10
20155407015433-549,34
20155407025401-645,11
20155407045404-580,16
20155407055408-859,126
20155407075419-829,20
20155407085436-987,15
20155407095431-303,90
20155407095436-165,21
20155407095443-656,136
20155407095445-308,47
20155407105416-360,8
20155407115442-97,137
20155407115448-173,42
20155408015402-944,131
20155408095415-166,26
20155409015439-148,68
20155409035441-881,78
20155409055424-104,32
20155409065419-204,125
20155409075442-603,26
20155409095404-1,39
20155409125422-39,90
20155409125458-907,27
20155410035426-585,73
20155410055413-237,104
20155410065428-222,20
20155410075450-130,56
20155410115436-216,24
20155410115442-469,135
20155410115443-580,16
20155410125418-276,34
20155411025401-133,93
20155411065407-954,48
20155411085411-161,74
20155411095413-90,67
20155411105414-764,51
20155411105423-23,115
20155411115436-381,80
20155411115451-402,34
20155412015422-478,39
20155412025422-657,27
20155412025439-711,12
20155412025458-760,5
20155412035440-195,84
20155412045446-0,115
20155413045417-828,47
20155413065431-352,4
20155413085400-638,9
20155413095429-78,122
20155413105409-831,48
20155413105458-607,27
20155414015431-337,24
20155414015450-986,118
20155414015455-74,69
20155414025422-339,10
20155414025452-910,72
20155414045435-904,69
20155414055413-427,16
20155414065449-822,69
20155414075423-495,128
20155414075424-282,16
20155414095405-129,9
20155414095419-150,36
20155415015401-576,21
20155415015459-549,71
20155415025445-696,16
20155415055448-117,94
20155415065435-901,34
20155415065439-614,74
20155415065442-451,16
20155415065453-301,140
20155415075405-549,8
20155415095436-366,34
20155415105401-84,77
20155415105426-483,36
20155415105428-961,147
20155416025450-542,11
20155416035455-942,147
20155416045441-692,47
20155416075414-747,20
20155416085457-488,48
20155416105428-103,87
20155417025408-472,131
20155417035454-444,110
20155417045419-23,10
20155417045421-956,121
20155417045444-36,56
20155417055404-842,126
20155417065414-463,93
20155417065430-542,33
20155417065446-3,61
20155417065452-683,147
20155417075428-77,77
20155417075442-571,86
20155417085454-80,87
20155417095405-70,90
20155417095454-820,143
20155417105422-842,105
20155418015419-112,1
20155418025400-514,68
20155418035409-213,20
20155418035415-502,41
20155418035427-895,36
20155418045421-624,30
20155418045455-317,97
20155418045458-340,143
20155418075447-174,50
20155418105443-181,131
20155419015430-279,86
20155419015446-344,15
20155419025436-439,26
20155419045453-296,30
20155419055407-635,80
20155419085439-739,46
20155419095445-600,149
20155419105438-666,147
20155419105450-531,10
20155419125407-749,8
20155419125408-510,125
20155420045459-752,39
20155420055422-20,88
20155420055440-323,16
20155420065416-680,107
20155420065446-200,100
20155420075411-689,89
20155420085411-184,67
20155420095406-753,10
20155420105422-518,80
20155420105446-331,139
20155420105449-388,42
20155420115417-321,122
20155421015424-794,151
20155421055418-31,41
20155421065446-240,123
20155421085451-765,36
20155422015402-862,36
20155422015409-486,139
20155422015415-459,27
20155422015444-143,6
20155422035401-166,69
20155422065444-36,8
20155422085440-191,82
20155422105448-970,36
20155423015434-702,87
20155423025429-675,10
20155423035426-963,10
20155423045440-29,9
20155423045451-965,42
20155423045457-970,69
20155423055401-968,125
20155423075433-511,34
20155423095423-859,92
20155423105427-757,51
20155424015402-348,20
20155424015436-907,46
20155424035420-859,104
20155424035436-409,69
20155424045454-66,10
20155424065404-909,69
20155424065455-846,66
20155424075405-452,77
20155424085438-836,117
20155424095403-620,135
20155424105453-864,127
20155424115433-691,4
20155425085416-230,20
20155425085422-138,109
20155425085454-29,37
20155425095427-956,151
20155425125452-157,88
20155426015402-453,8
20155426015439-228,107
20155426035428-177,71
20155426075432-816,30
20155426095420-438,114
20155426115450-821,36
20155427035437-721,69
20155427045428-734,17
20155427055429-500,47
20155427055445-502,27
20155427065441-961,97
20155427075416-544,116
20155427085403-531,9
20155427085424-959,8
20155427115403-656,115
20155427115438-270,16
20155428015403-864,69
20155428025436-507,100
20155428065442-400,75
20155428075433-360,8
20155428075447-311,16
20155429015426-898,48
20155429055432-113,25
20155429065420-360,5
20155429065426-663,20
20155429095415-587,10
20155429105414-58,69
20155429115417-36,10
20155430015455-513,15
20155430055405-608,15
20155430065423-661,108
20155430065457-569,15
20155430085434-503,76
20155430115403-341,112
20155430115448-624,10
20155431025403-99,9
20155431025407-873,20
20155431025449-131,59
20155431045446-47,118
20155431045446-820,12
20155431095434-843,25
20155431125412-835,19
20155431125443-408,113
20155501015527-544,15
20155501015552-358,101
20155501025537-40,154
20155501035526-887,109
20155501035544-811,0
20155501065521-181,115
20155501085548-717,122
20155501095556-405,89
20155501105513-756,30
20155501105557-44,34
20155501115503-638,74
20155501115549-423,30
20155501115551-657,85
20155501125529-527,115
20155502025511-119,58
20155502025544-979,69
20155502055513-421,26
20155502075521-135,110
20155502075522-491,26
20155502075552-20,43
20155502095528-51,104
20155502095553-497,36
20155502115525-896,39
20155502125507-435,46
20155503015536-796,27
20155503025525-562,56
20155503025536-107,75
20155503055521-187,10
20155503085502-843,86
20155503095505-851,36
20155503095520-726,67
20155503105528-624,9
20155503105545-835,26
20155504025510-530,45
20155504035505-637,160
20155504035537-96,24
20155504065513-977,16
20155504065559-69,73
20155504075511-773,61
20155504075536-383,17
20155504075543-891,16
20155504085556-912,27
20155504095521-78,18
20155504115554-356,151
20155504125520-496,21
20155505035539-722,108
20155505085532-624,87
20155505115501-388,7
20155506035548-222,86
20155506045534-554,5
20155506045548-864,4
20155506115538-645,89
20155507025512-789,15
20155507025528-30,114
20155507035516-86,16
20155507035559-982,27
20155507055538-61,8
20155507085532-900,34
20155507095534-53,71
20155507105518-639,16
20155507115505-753,0
20155508015525-755,98
20155508025530-810,34
20155508035530-98,60
20155508045555-761,20
20155508065500-686,48
20155508075512-365,54
20155508085530-44,48
20155508105537-280,70
20155508115551-930,7
20155508125512-863,10
20155509015530-694,96
20155509015532-281,71
20155509025540-678,92
20155509045500-419,142
20155509065515-933,65
20155509085524-852,36
20155509105541-792,47
20155509115514-291,72
20155509125554-329,83
20155510015516-82,18
20155510025531-344,109
20155510035526-304,137
20155510045507-760,69
20155510045531-199,130
20155510045540-167,22
20155510095558-877,122
20155510115503-773,90
20155511045543-118,38
20155511055523-637,39
20155511055549-788,147
20155511065542-668,147
20155511075557-246,118
20155511105504-943,68
20155511105542-698,16
20155511105551-991,27
20155511115532-317,20
20155511115536-551,48
20155511115537-418,52
20155511125500-140,54
20155512045541-545,16
20155512045556-420,122
20155512095531-4,93
20155513045525-782,147
20155513055509-610,9
20155513055541-893,96
20155513085532-599,27
20155513085550-298,16
20155513115543-669,85
20155513125557-429,118
20155514015554-802,132
20155514025518-434,36
20155514025524-996,0
20155514055522-182,26
20155514055529-108,71
20155514065542-265,8
20155514095514-716,88
20155514115538-38,79
20155514115559-607,113
20155515045550-909,122
20155515065526-634,16
20155515095508-771,113
20155515095548-2,9
20155515125500-436,20
20155515125545-849,107
20155515125557-114,147
20155516015501-914,108
20155516015509-611,80
20155516035504-761,16
20155516035544-884,26
20155516035559-131,39
20155516055530-619,72
20155516055543-369,34
20155516095512-766,47
20155516095539-720,36
20155516095548-928,27
20155516105555-782,46
20155516105559-806,5
20155516115534-244,31
20155516115547-576,6
20155517025520-359,122
20155517035538-277,19
20155517045513-760,8
20155517055510-758,102
20155517065511-650,13
20155517085508-984,8
20155517085542-741,113
20155517095500-40,83
20155517095518-749,18
20155517105518-795,69
20155517115531-683,147
20155517115552-543,50
20155518015504-310,68
20155518015540-221,49
20155518025531-71,137
20155518025559-414,88
20155518035549-620,92
20155518045508-953,20
20155518055520-844,124
20155518055537-383,36
20155518075540-451,20
20155518075547-219,4
20155518095558-521,21
20155518105525-488,16
20155519015513-86,27
20155519045528-235,121
20155519045538-646,133
20155519055512-566,49
20155519095518-431,19
20155519105547-921,88
20155519105555-68,31
20155519125535-358,7
20155520035557-954,62
20155520045513-443,61
20155520055501-430,82
20155520085531-173,147
20155520105535-51,83
20155520115522-140,74
20155520125548-491,115
20155521025526-4,26
20155521085536-56,26
20155521125533-941,5
20155522035520-589,126
20155522055527-809,140
20155522075554-168,27
20155522095506-197,71
20155522095547-881,69
20155522095555-541,31
20155522115542-589,34
20155522115544-987,91
20155523025523-457,115
20155523055508-612,31
20155523065557-761,13
20155523085557-121,50
20155523115538-147,109
20155523115549-994,94
20155524015550-153,153
20155524035528-732,137
20155524065529-638,112
20155524075502-755,26
20155524085545-931,-1
20155524085551-928,91
20155524105534-405,36
20155524115511-739,7
20155525015511-876,36
20155525015513-235,112
20155525025528-862,128
20155525025541-454,4
20155525025550-299,88
20155525045516-723,146
20155525045517-999,4
20155525045542-362,5
20155525055504-435,34
20155525065551-662,87
20155525095527-314,42
20155525115508-896,22
20155525115514-720,2
20155525115532-571,112
20155525115534-307,31
20155525115546-346,39
20155525115546-86,147
20155526015529-809,50
20155526025509-969,9
20155526025520-19,51
20155526035521-301,9
20155526065516-845,9
20155526065554-981,58
20155526075524-786,34
20155526085516-0,130
20155526105543-712,27
20155526125517-937,6
20155527045513-582,48
20155527045524-617,153
20155528025507-124,153
20155528025543-814,86
20155528055512-788,114
20155528055554-549,54
20155528075552-252,149
20155528075553-143,22
20155528095517-449,26
20155529015507-923,50
20155529045530-793,56
20155529055530-955,69
20155529065532-457,1
20155529075511-496,129
20155529095519-855,47
20155529095550-67,6
20155529105513-700,27
20155529105535-69,48
20155529125526-644,48
20155529125559-594,131
20155530035556-433,148
20155530055509-649,99
20155530075533-622,73
20155530095524-691,36
20155531015543-259,30
20155531065512-853,92
20155531075539-810,34
20155531105513-969,69
20155531115507-502,33
20155531115558-211,36
20155601015614-161,9
20155601015615-417,69
20155601015631-537,59
20155601025658-508,7
20155601035646-448,41
20155601065611-898,122
20155601125604-18,47
20155602015644-60,9
20155602045615-255,113
20155602045649-200,30
20155602045651-157,36
20155602045653-926,15
20155602075606-537,107
20155602105603-196,69
20155602105614-229,101
20155602115634-803,159
20155602125643-208,15
20155603015621-472,93
20155603015631-143,25
20155603035616-700,121
20155603045616-730,9
20155603075643-430,44
20155603085636-441,34
20155603105651-832,8
20155603105654-700,41
20155604025624-862,79
20155604035601-310,141
20155604035654-479,55
20155604055630-978,133
20155604065634-463,36
20155604085613-63,31
20155604085623-148,45
20155604105652-557,36
20155604125644-698,50
20155605035606-956,26
20155605045629-133,8
20155605045637-578,27
20155605055620-608,132
20155605065613-54,82
20155605065618-915,50
20155605065646-325,69
20155605075643-362,27
20155605105623-939,90
20155605125623-741,126
20155605125654-111,95
20155606015608-991,63
20155606025608-621,153
20155606045620-205,74
20155606055616-227,48
20155606075601-461,117
20155606085604-918,18
20155606085623-342,34
20155606085646-932,34
20155606095608-167,26
20155606095615-98,41
20155607015659-126,1
20155607035630-424,27
20155607045623-654,16
20155608015646-673,65
20155608035650-260,68
20155608045648-151,52
20155608075604-962,48
20155608075646-405,32
20155608075654-10,84
20155608085612-942,125
20155608085650-551,10
20155608095629-23,8
20155608095633-284,72
20155608095652-395,133
20155608105623-726,88
20155608105635-740,10
20155608125627-896,34
20155609015602-235,48
20155609015650-953,143
20155609035611-390,42
20155609065611-118,9
20155609075614-26,31
20155609085601-658,69
20155609095635-696,26
20155610035651-241,52
20155610055624-279,125
20155610055631-773,146
20155610055653-905,92
20155610075657-317,4
20155610085645-184,16
20155610115607-494,9
20155610125617-623,71
20155610125653-388,126
20155611015650-658,69
20155611025618-264,69
20155611035646-483,69
20155611055605-588,49
20155611055631-743,60
20155611085614-73,101
20155611095605-146,86
20155611115619-804,36
20155612015624-502,98
20155612025632-349,52
20155612025635-953,107
20155612055615-47,64
20155612065603-160,86
20155612065659-367,141
20155612075623-190,99
20155613025640-238,34
20155613045622-401,34
20155613045643-376,26
20155613045650-872,130
20155613065614-139,46
20155613065652-38,44
20155613095654-874,134
20155613105649-467,80
20155613125611-113,15
20155614075643-621,141
20155614075656-559,74
20155614095634-953,12
20155614095648-111,34
20155614105606-280,88
20155614105630-25,37
20155614125629-357,56
20155615035612-506,89
20155615055609-330,117
20155615065643-355,142
20155615085620-330,8
20155615105630-534,61
20155615125621-835,61
20155616025653-750,25
20155616035600-5,16
20155616035612-493,87
20155616035629-355,6
20155616035659-555,27
20155616045609-154,98
20155616045623-272,75
20155616065630-789,145
20155616075650-682,73
20155616125645-958,9
20155616125657-0,145
20155617015617-226,71
20155617035626-878,75
20155617035648-789,59
20155617055615-208,76
20155617075624-163,99
20155617085640-226,74
20155617095644-506,68
20155617115643-257,88
20155617115654-328,16
20155617125605-868,34
20155618025650-853,30
20155618065604-631,132
20155618075600-258,105
20155618085617-440,104
20155618085648-561,6
20155618095623-707,120
20155618105624-509,36
20155619045657-616,125
20155619055621-859,9
20155619105610-134,116
20155619115633-624,26
20155619125600-198,48
20155619125653-865,51
20155620025615-452,84
20155620035613-395,56
20155620035621-75,48
20155620045633-63,91
20155620065658-617,46
20155620075624-978,27
20155620115651-849,115
20155620125614-440,21
20155621035631-676,17
20155621035652-898,74
20155621045635-67,109
20155621065651-543,41
20155621075628-914,27
20155621085644-587,145
20155622015608-652,84
20155622035604-568,118
20155622065626-576,73
20155622075617-153,34
20155622095638-223,15
20155622125651-249,66
20155623015620-828,5
20155623035627-344,27
20155623055607-516,86
20155623055655-882,17
20155623075644-293,106
20155623095618-430,72
20155624015655-104,36
20155624045618-21,12
20155624075638-235,62
20155624115626-121,34
20155624115628-693,17
20155625015640-270,60
20155625015640-843,5
20155625015652-201,44
20155625015656-890,9
20155625025623-196,15
20155625025639-594,18
20155625055631-750,26
20155625055644-429,44
20155625095622-232,126
20155625095623-406,26
20155626025647-261,8
20155626035612-921,60
20155626055623-547,63
20155626065638-553,9
20155626085619-339,48
20155626095622-144,118
20155626105649-404,129
20155627015611-22,5
20155627015643-678,145
20155627045658-136,74
20155627055642-893,64
20155627065647-194,145
20155627075627-902,148
20155627075654-410,79
20155627095620-851,141
20155627105645-424,133
20155627115631-597,113
20155627125623-941,10
20155628025639-935,14
20155628035624-221,121
20155628045650-449,40
20155628055649-858,151
20155628075607-90,112
20155628125625-241,8
20155629025607-12,9
20155629035604-338,10
20155629035637-921,0
20155629045617-207,145
20155629065625-319,8
20155629085629-560,20
20155629115617-518,48
20155629125627-193,16
20155629125649-272,107
20155629125653-788,30
20155630015659-740,73
20155630025632-929,55
20155630035600-593,48
20155630035656-673,1
20155630045651-523,16
20155630065657-584,18
20155630095657-752,145
20155630105651-729,13
20155631035649-366,10
20155631045627-683,32
20155631055610-579,145
20155631075632-680,26
20155631105647-912,104
20155631115626-437,133
20155631125643-477,63
20155631125645-432,80
20155701015739-324,27
20155701025733-561,51
20155701025751-249,63
20155701025756-944,25
20155701085744-294,5
20155701105733-580,50
20155702015728-136,145
20155702025721-399,48
20155702045735-87,108
20155702055701-405,125
20155702065700-462,76
