car_id,route_type_csv
20155623015620-828,camper
20155623035627-344,transit
20155623055607-516,none
20155623055655-882,none
20155623075644-293,none
20155623095618-430,camper
20155624015655-104,transit
20155624045618-21,camper
20155624075638-235,none
20155624115626-121,transit
20155624115628-693,camper
20155625015640-270,camper
20155625015640-843,camper
20155625015652-201,camper
20155625015656-890,ranger
20155625025623-196,camper
20155625025639-594,camper
20155625055631-750,transit
20155625055644-429,camper
20155625095622-232,none
20155625095623-406,transit
20155626025647-261,transit
20155626035612-921,none
20155626055623-547,camper
20155626065638-553,ranger
20155626085619-339,transit
20155626095622-144,camper
20155626105649-404,camper
20155627015611-22,camper
20155627015643-678,transit
20155627045658-136,camper
20155627055642-893,camper
20155627065647-194,transit
20155627075627-902,camper
20155627075654-410,none
20155627095620-851,transit
20155627105645-424,camper
20155627115631-597,none
20155627125623-941,transit
20155628025639-935,transit
20155628035624-221,none
20155628045650-449,none
20155628055649-858,camper
20155628075607-90,camper
20155628125625-241,transit
20155629025607-12,ranger
20155629035604-338,transit
20155629035637-921,camper
20155629045617-207,transit
20155629065625-319,transit
20155629085629-560,transit
20155629115617-518,transit
20155629125627-193,transit
20155629125649-272,none
20155629125653-788,camper
20155630015659-740,camper
20155630025632-929,camper
20155630035600-593,transit
20155630035656-673,none
20155630045651-523,transit
20155630065657-584,none
20155630095657-752,transit
20155630105651-729,camper
20155631035649-366,transit
20155631045627-683,camper
20155631055610-579,transit
20155631075632-680,transit
20155631105647-912,camper
20155631115626-437,camper
20155631125643-477,none
20155631125645-432,camper
20155701015739-324,transit
20155701025733-561,camper
20155701025751-249,none
20155701025756-944,camper
20155701085744-294,camper
20155701105733-580,camper
20155702015728-136,transit
20155702025721-399,transit
20155702045735-87,none
20155702055701-405,camper
20155702065700-462,camper
20155702075700-732,transit
20155702125743-958,none
20155703035752-285,camper
20155703045756-537,camper
20155703055749-564,camper
20155703055759-244,camper
20155703055759-583,transit
20155703105737-721,transit
20155704015702-248,transit
20155704015728-85,camper
20155704015750-993,transit
20155704015757-89,camper
20155704025719-973,camper
20155704055714-605,none
20155704065719-686,camper
20155704065747-318,transit
20155704085706-777,camper
20155704085737-841,none
20155704105729-133,transit
20155704115705-937,transit
20155705025745-109,camper
20155705025759-63,camper
20155705035759-564,transit
20155705045704-953,none
20155705045737-959,none
20155705065729-214,camper
20155705065743-470,transit
20155705065750-793,transit
20155705085705-756,camper
20155705085712-420,camper
20155705085752-232,none
20155705095723-561,camper
20155705105749-356,transit
20155705125721-407,camper
20155706015757-194,ranger
20155706045723-418,camper
20155706065753-746,camper
20155706075734-63,camper
20155706075759-768,camper
20155706095734-781,transit
20155706095759-642,camper
20155706115706-51,transit
20155707045718-181,camper
20155707045739-291,camper
20155707085753-292,camper
20155707095706-832,camper
20155707095718-445,none
20155707125720-872,transit
20155707125735-181,camper
20155708025703-505,camper
20155708025739-913,camper
20155708025745-242,camper
20155708025758-65,transit
20155708085739-530,none
20155708095706-36,transit
20155708095728-689,transit
20155708095746-227,ranger
20155708095755-9,none
20155708115739-107,transit
20155709025743-69,transit
20155709055721-587,transit
20155709055722-994,transit
20155709075707-596,none
20155709095715-337,camper
20155709095720-363,camper
20155709105753-588,transit
20155709105754-104,none
20155710015717-292,camper
20155710035704-355,none
20155710035705-492,camper
20155710035722-589,none
20155710045720-435,none
20155710055728-180,camper
20155710075750-214,camper
20155710085723-640,transit
20155710095704-36,none
20155710095726-284,none
20155710105729-11,transit
20155710125719-554,transit
20155711015738-953,none
20155711025720-958,none
20155711025756-499,camper
20155711035748-460,camper
20155711075735-76,transit
20155711105706-320,transit
20155711105736-603,none
20155711115749-167,camper
20155711125712-255,camper
20155711125728-694,none
20155712035738-767,camper
20155712035748-245,transit
20155712045748-303,transit
20155712055713-620,camper
20155712075726-121,transit
20155712085725-362,camper
20155712125720-473,camper
20155712125721-681,camper
20155713045735-33,camper
20155713065743-370,ranger
20155713085708-4,none
20155713105701-94,transit
20155713105709-55,camper
20155713125711-0,transit
20155714025716-854,transit
20155714025739-233,transit
20155714055753-76,transit
20155715035715-458,none
20155715045720-815,camper
20155715055744-947,transit
20155715055748-21,none
20155715075716-596,camper
20155715115707-991,ranger
20155715125717-878,none
20155716015702-925,camper
20155716015705-26,camper
20155716045716-337,transit
20155716045735-932,none
20155716075743-384,transit
20155716095708-980,transit
20155717055740-498,transit
20155717055748-249,camper
20155717065720-517,camper
20155717085756-850,none
20155717125735-683,transit
20155717125750-508,camper
20155718015733-878,transit
20155718025735-7,none
20155718035716-438,transit
20155718035719-296,transit
20155718045728-397,transit
20155718075721-632,transit
20155719015711-659,transit
20155719025743-55,none
20155719035725-878,camper
20155719045735-713,transit
20155719055718-468,transit
20155719055757-561,transit
20155719075702-802,camper
20155719075725-561,transit
20155719085748-372,none
20155719085750-434,transit
20155719115743-154,none
20155719125713-529,camper
20155719125721-975,none
20155720025749-383,camper
20155720045733-479,transit
20155720055708-822,camper
20155720055712-245,transit
20155720065705-406,none
20155720065710-37,transit
20155720065732-452,camper
20155720095723-531,camper
20155720095752-177,camper
20155720115754-988,transit
20155721015722-735,transit
20155721045702-819,camper
20155721075705-83,camper
20155721085718-188,camper
20155721095721-40,camper
20155721095726-231,none
20155721105747-517,transit
20155721115746-563,transit
20155721125737-805,transit
20155721125741-39,none
20155722025727-208,camper
20155722035759-975,transit
20155722045717-959,transit
20155722085707-853,transit
20155722085740-393,camper
20155722095743-296,camper
20155722115704-142,camper
20155723025701-227,camper
20155723025744-648,camper
20155723035703-81,camper
20155723045729-553,none
20155723045734-820,camper
20155723075734-12,transit
20155723115720-27,transit
20155723115727-660,none
20155723115752-52,none
20155724015712-546,transit
20155724015714-289,transit
20155724015737-87,camper
20155724015758-338,camper
20155724015759-778,camper
20155724025730-431,camper
20155724025736-120,transit
20155724025757-642,camper
20155724045740-714,transit
20155724045747-509,camper
20155724055744-118,camper
20155724065712-217,camper
20155724075753-122,transit
20155724105706-534,transit
20155725035758-59,camper
20155725045758-771,transit
20155725075727-219,camper
20155725075744-903,camper
20155725095739-361,camper
20155725115741-68,transit
20155726015743-944,camper
20155726045730-46,camper
20155726045746-126,transit
20155726065746-437,camper
20155726075705-55,transit
20155726085710-998,camper
20155726085725-991,transit
20155726105718-69,camper
20155726105752-335,none
20155726125712-330,transit
20155726125730-585,camper
20155727015757-542,camper
20155727045729-105,camper
20155727045735-743,camper
20155727125724-188,transit
20155728025725-80,transit
20155728045750-240,transit
20155728065747-15,none
20155728085725-973,transit
20155728115739-290,transit
20155729015739-338,none
20155729025712-48,none
20155729045730-720,none
20155729095741-271,camper
20155729095744-69,transit
20155729095755-261,ranger
20155729095756-876,camper
20155729105722-35,transit
20155729105735-293,ranger
20155729115754-235,camper
20155730045709-115,camper
20155730045759-380,none
20155730085748-465,transit
20155730085755-371,camper
20155730095723-986,transit
20155730095745-12,transit
20155730105738-155,transit
20155730125713-984,transit
20155731015742-412,camper
20155731045731-907,camper
20155731055752-472,camper
20155731065708-964,camper
20155731115721-967,camper
20155801015819-968,transit
20155801015824-240,camper
20155801025816-705,camper
20155801035840-804,ranger
20155801075814-893,transit
20155801075850-229,transit
20155801085847-425,camper
20155801095814-110,camper
20155801105820-248,camper
20155801115833-996,none
20155802055814-251,camper
20155802065857-168,camper
20155802085805-6,transit
20155803015845-964,transit
20155803035851-140,none
20155803045807-863,ranger
20155803045848-101,camper
20155803065823-477,transit
20155803075823-463,none
20155803075828-205,transit
20155803085804-911,camper
20155803095829-960,camper
20155803105858-900,camper
20155804015811-880,camper
20155804035844-100,camper
20155804045831-476,none
20155804045852-111,none
20155804085805-14,none
20155804085814-147,camper
20155804095839-242,camper
20155804105805-400,transit
20155804115843-870,none
20155805015812-89,transit
20155805015836-890,camper
20155805025842-634,camper
20155805055852-563,transit
20155805085848-703,camper
20155805085850-481,none
20155805125838-346,none
20155806025837-218,transit
20155806025840-541,transit
20155806045854-862,transit
20155806065818-62,transit
20155806065835-432,camper
20155806065852-717,camper
20155806065854-345,none
20155806085836-681,none
20155807015849-772,none
20155807035829-958,transit
20155807055827-460,camper
20155807055837-636,camper
20155807095823-910,camper
20155807105856-823,transit
20155807115813-909,none
20155807125802-565,camper
20155808045846-178,transit
20155808045846-22,transit
20155808055803-655,transit
20155808055821-749,transit
20155808065847-228,transit
20155808075820-882,transit
20155808075842-527,camper
20155808075848-404,none
20155809045850-372,none
20155809045856-713,camper
20155809065829-220,camper
20155809065858-874,transit
20155809075828-607,camper
20155809095821-297,camper
20155809095823-865,transit
20155809095840-349,transit
20155809105821-489,transit
20155809105858-905,transit
20155809115800-678,camper
20155809125823-570,camper
20155809125852-460,camper
20155810015814-86,camper
20155810015843-1,transit
20155810025850-117,transit
20155810045819-287,transit
20155810065842-768,camper
20155810085841-250,none
20155810095859-88,camper
20155810115855-455,transit
20155810125837-406,camper
20155811035820-587,none
20155811045827-264,camper
20155811055815-517,camper
20155811065818-614,transit
20155811075818-230,none
20155811085816-277,camper
20155811095854-396,transit
20155811105829-794,none
20155812015855-673,camper
20155812025810-206,transit
20155812035804-861,camper
20155812035827-157,transit
20155812045842-786,camper
20155812065819-311,camper
20155812085850-844,transit
20155812095815-41,transit
20155812105823-746,transit
20155812115802-110,camper
20155812115832-295,camper
20155812115843-658,none
20155812125816-703,camper
20155813025810-185,camper
20155813045825-9,none
20155813075840-171,camper
20155813085849-77,none
20155813105800-351,camper
20155813105811-205,transit
20155813115831-288,camper
20155814035802-153,transit
20155814035817-335,transit
20155814035858-266,transit
20155814045802-471,camper
20155814045830-493,ranger
20155814055835-727,none
20155814095824-763,camper
20155815025830-136,transit
20155815075852-802,transit
20155815085831-779,camper
20155815085832-570,transit
20155815105829-773,camper
20155815115803-87,transit
20155815115806-862,camper
20155815115859-161,camper
20155815125820-398,camper
20155815125829-147,camper
20155816045813-135,camper
20155816045845-680,transit
20155816065809-769,transit
20155816065820-308,ranger
20155816065834-973,ranger
20155816065857-340,camper
20155816075858-621,transit
20155816105800-405,transit
20155816105854-480,none
20155816115844-637,transit
20155816115849-418,transit
20155817015848-991,ranger
20155817045800-659,transit
20155817055837-357,transit
20155817075851-702,none
20155817085808-370,camper
20155817085820-280,transit
20155817085826-736,camper
20155817085846-463,camper
20155817095851-242,camper
20155817115803-248,none
20155817115835-186,transit
20155818015801-284,none
20155818035853-341,camper
20155818055851-201,transit
20155818055851-86,transit
20155818065805-317,transit
20155818095825-524,transit
20155818125809-674,transit
20155819015821-968,camper
20155819065837-382,camper
20155819095836-791,none
20155819105843-176,none
20155819125825-141,camper
20155820025827-627,camper
20155820025849-226,camper
20155820035842-564,none
20155820055809-845,camper
20155820065827-219,camper
20155820075822-76,transit
20155820075838-714,camper
20155820075854-368,transit
20155820105848-59,none
20155820115826-639,none
20155820115836-402,ranger
20155821015857-728,transit
20155821025807-791,transit
20155821065833-503,camper
20155821075857-972,camper
20155821095808-282,none
20155821095827-669,transit
20155821115832-823,none
20155821115837-50,transit
20155821125843-445,transit
20155822015813-209,none
20155822015830-304,transit
20155822055802-926,transit
20155822075801-949,camper
20155822095814-359,transit
20155822095826-155,camper
20155822095852-890,transit
20155822105810-579,camper
20155822115853-505,camper
20155822125820-486,camper
20155823035853-246,transit
20155823045848-67,camper
20155823055803-433,none
20155823065837-106,camper
20155823075804-719,transit
20155823075842-421,camper
20155823085830-345,camper
20155823085839-596,ranger
20155823095855-582,camper
20155823115812-779,camper
20155823115852-975,camper
20155823125851-5,transit
20155824015804-38,camper
20155824015823-693,camper
20155824065823-362,ranger
20155824075833-835,transit
20155824085808-856,camper
20155824085824-497,transit
20155824105804-483,camper
20155824105853-847,transit
20155824115842-88,camper
20155824125808-342,transit
20155825015845-391,transit
20155825015847-776,camper
20155825035821-104,transit
20155825075818-934,transit
20155825075830-372,camper
20155825085835-596,none
20155825095828-312,camper
20155825095843-923,camper
20155825105841-374,camper
20155825115804-7,none
20155825125841-294,none
20155826015806-989,transit
20155826025824-717,camper
20155826045826-106,camper
20155826045853-500,camper
20155826055855-744,camper
20155826055856-580,camper
20155826065850-927,transit
20155826105805-860,camper
20155826115815-593,transit
20155826115832-431,none
20155826125821-822,camper
20155827015818-429,transit
20155827015856-404,camper
20155827025824-481,camper
20155827045831-194,camper
20155827095803-168,transit
20155827095826-435,camper
20155827095843-188,transit
20155828015841-903,none
20155828095857-94,camper
20155828115825-591,transit
20155829075824-907,transit
20155829085817-23,camper
20155829095814-906,camper
20155829125801-230,camper
20155830035801-177,transit
20155830045808-582,camper
20155830055828-679,transit
20155830055849-282,none
20155830065855-504,camper
20155830085824-923,none
20155830085850-481,camper
20155830105834-763,none
20155831065804-376,transit
20155831085848-755,transit
20155831115839-729,none
20155831125800-301,transit
20155901015947-373,camper
20155901035926-421,transit
20155901035934-317,none
20155901045901-393,none
20155901045958-283,transit
20155901055918-875,none
20155901075938-57,camper
20155901125940-121,none
20155901125946-822,camper
20155902015910-865,camper
20155902035925-220,none
20155902035925-439,transit
20155902035928-553,transit
20155902045926-725,transit
20155902055909-455,none
20155902055909-699,transit
20155902105925-30,camper
20155902115909-910,transit
20155902115911-810,ranger
20155902125916-155,none
20155903015900-12,none
20155903035925-197,none
20155903065939-454,camper
20155903075911-687,camper
20155903085903-858,none
20155903085959-441,transit
20155903095917-883,transit
20155903115902-997,none
20155903115957-556,transit
20155904015930-845,camper
20155904025922-23,camper
20155904035908-848,transit
20155904035959-185,none
20155904055905-326,camper
20155904065927-209,camper
20155904075953-519,camper
20155904085914-39,none
20155904105900-757,ranger
20155904105902-891,camper
20155904105919-416,camper
20155904105955-4,transit
20155904115940-534,transit
20155905015919-324,camper
20155905015920-414,camper
20155905015950-850,camper
20155905035932-71,transit
20155905045912-583,camper
20155905045922-649,none
20155905045930-492,none
20155905075939-56,transit
20155906015935-400,none
20155906015944-94,transit
20155906055936-524,camper
20155906115942-291,transit
20155907045941-874,camper
20155907055958-889,camper
20155907125909-194,none
20155907125919-855,transit
20155908015904-565,transit
20155908015906-188,ranger
20155908025917-368,camper
20155908025926-104,camper
20155908035942-201,none
20155908035956-424,camper
20155908045910-460,none
20155908065928-204,transit
20155908075949-522,camper
20155908085904-135,transit
20155908085941-250,none
20155908115956-943,transit
20155909045908-663,ranger
20155909075931-597,camper
20155909075954-808,camper
20155909085902-889,none
20155909085910-596,camper
20155909115955-312,none
20155910035900-609,transit
20155910035914-610,camper
20155910035954-864,camper
20155910065938-444,camper
20155910075947-457,transit
20155910075948-452,none
20155910095936-211,camper
20155910125924-417,transit
20155910125949-512,none
20155911015920-751,none
20155911015958-174,camper
20155911025925-104,transit
20155911035935-892,transit
20155911035941-544,transit
20155911045907-487,transit
20155911055958-659,none
20155911065900-668,transit
20155911075938-899,none
20155911075946-694,camper
20155911085933-14,transit
20155911095900-214,camper
20155911125954-688,camper
20155912045926-155,transit
20155912045938-711,none
20155912065905-84,transit
20155912065930-760,transit
20155912085930-734,transit
20155913015944-240,camper
20155913025927-438,camper
20155913035913-863,transit
20155913075900-567,transit
20155913085905-149,none
20155913095938-39,camper
20155913095938-680,transit
20155914045902-906,camper
20155914045934-20,camper
20155914055929-631,transit
20155914095944-772,none
20155914095952-732,camper
20155914105910-953,camper
20155914105935-996,transit
20155914105946-429,transit
20155915025907-425,transit
20155915035920-197,transit
20155915035921-666,none
20155915035951-998,camper
20155915055930-12,transit
20155915055956-404,camper
20155915095908-262,none
20155916015917-666,camper
20155916015920-447,ranger
20155916045900-996,camper
20155916045927-980,transit
20155916065950-407,camper
20155916085908-921,none
20155916085912-350,camper
20155916105945-569,transit
20155916115924-209,transit
20155916115941-709,transit
20155917015932-755,camper
20155917035944-401,transit
20155917095957-221,camper
20155917095958-769,camper
20155917115921-698,transit
20155917125931-191,transit
20155918025940-886,transit
20155918045905-395,none
20155918045905-885,camper
20155918055936-835,camper
20155918075913-278,transit
20155918085944-854,transit
20155918125908-397,transit
20155919015912-624,camper
20155919025949-33,transit
20155919055908-436,transit
20155919055941-219,transit
20155919065946-135,transit
20155919065955-38,transit
20155919075908-822,transit
20155919075936-653,transit
20155919075945-294,none
20155919085937-643,camper
20155919085948-945,camper
20155919085959-705,camper
20155919115923-739,transit
20155919125917-79,camper
20155920015924-138,transit
20155920025926-706,transit
20155920025948-308,transit
20155920045908-558,none
20155920045927-153,none
20155920055919-29,camper
20155920065907-68,camper
20155920095929-490,transit
20155921025909-417,transit
20155921045914-615,none
20155921065920-49,none
20155921075955-560,camper
20155921085935-849,transit
20155921115952-941,transit
20155921125901-834,camper
20155921125915-293,transit
20155922015931-94,transit
20155922015952-462,camper
20155922025905-519,camper
20155922025912-207,transit
20155922035939-710,camper
20155922045901-406,camper
20155922045952-606,camper
20155922055911-983,transit
20155922065913-325,camper
20155922085938-836,camper
20155922095926-679,transit
20155922095957-879,none
20155923015929-334,transit
20155923025937-192,transit
20155923035935-733,none
20155923045931-338,none
20155923065901-660,none
20155923065936-640,none
20155923075941-191,camper
20155923085951-819,none
20155923105950-11,transit
20155923115946-322,camper
20155924015903-145,none
20155924015914-772,camper
20155924025958-524,camper
20155924055911-559,camper
20155924055928-624,ranger
20155924055932-773,transit
20155924065944-639,transit
20155924085921-523,none
20155925015934-894,none
20155925025914-782,transit
20155925035946-518,none
20155925035953-311,camper
20155925045907-390,transit
20155925065903-336,transit
20155925075925-194,none
20155925095934-285,camper
20155925105919-360,ranger
20155925115933-802,camper
20155926035956-75,none
20155926045943-896,camper
20155926065906-435,camper
20155926065928-866,transit
20155926095918-705,camper
20155926095923-122,transit
20155926105935-616,transit
20155926125912-498,camper
20155926125915-298,camper
20155926125931-19,camper
20155926125956-991,camper
20155927035951-237,transit
20155927065901-324,camper
20155927065908-723,transit
20155927105908-127,camper
20155928015947-290,camper
20155928095952-740,transit
20155928105908-642,none
20155929015925-137,none
20155929035912-82,transit
20155929045919-954,camper
20155929045944-214,camper
20155929065908-355,camper
20155929075906-108,none
20155929075918-848,transit
20155929085958-172,camper
20155930055927-156,camper
20155930065931-689,none
20155930075904-615,camper
20155930095901-918,camper
20155930105916-30,transit
20155930115903-142,camper
20155930125954-496,ranger
20155931025933-274,camper
20155931035913-135,transit
20155931075906-547,ranger
20155931115915-724,none
20160003020009-483,camper
20160003060001-544,transit
20160003100024-653,transit
20160004020008-360,ranger
20160004020014-584,ranger
20160005010052-7,transit
20160006020015-100,transit
20160006060043-603,none
20160006080016-374,none
20160006100027-340,transit
20160007090016-320,transit
20160009020006-963,ranger
20160009110016-790,none
20160010030056-381,transit
20160010050004-234,none
20160010080032-192,transit
20160010110039-895,transit
20160011040054-612,camper
20160012100010-326,none
20160013020053-566,transit
20160013100042-450,transit
20160014010045-726,transit
20160014050009-978,transit
20160014100002-954,transit
20160015080024-444,transit
20160016020021-291,transit
20160016110018-914,transit
20160017030016-746,camper
20160018010010-503,ranger
20160018090055-859,transit
20160018120058-894,transit
20160019010054-328,ranger
20160020030000-577,camper
20160020070046-248,transit
20160021040015-8,transit
20160022120047-663,transit
20160023010029-342,transit
20160023020049-695,transit
20160024020040-561,transit
20160025090004-14,transit
20160027080023-595,transit
20160027080037-754,transit
20160027080047-691,transit
20160027110053-825,transit
20160028020054-636,transit
20160028080010-502,transit
20160028110003-652,transit
20160029010023-538,transit
20160029020039-706,transit
20160029050030-377,transit
20160102010124-415,camper
20160102020135-346,none
20160102100100-190,transit
20160103110103-869,transit
20160103120153-352,transit
20160104020136-839,transit
20160105120129-960,transit
20160107020152-541,transit
20160107110112-898,transit
20160108030126-871,transit
20160109120154-984,camper
20160110100107-925,transit
20160111030159-632,transit
20160113120146-315,transit
20160114070136-829,transit
20160115020108-603,transit
20160115020144-576,transit
20160115050109-291,ranger
20160116090132-175,transit
20160117090159-132,transit
20160118020119-534,ranger
20160120080105-935,transit
20160121020153-58,transit
20160121120116-428,transit
20160122070106-338,transit
20160122070136-607,transit
20160124090148-920,camper
20160124110113-444,transit
20160124110147-318,transit
20160126040115-373,transit
20160126050110-311,none
20160126060119-972,transit
20160126100124-142,none
20160129100151-496,transit
20160201030212-464,transit
20160203060211-616,transit
20160205100242-633,transit
20160206010241-614,transit
20160206030201-287,ranger
20160206030250-77,transit
20160206100259-615,transit
20160207010221-265,transit
20160209020236-593,transit
20160209020253-124,transit
20160210050221-826,transit
20160210100239-919,transit
20160210120236-74,none
20160212030208-123,transit
20160212080211-237,transit
20160212120238-276,ranger
20160213090212-918,none
20160214120214-935,transit
20160215040244-531,transit
20160215050237-903,transit
20160215060210-374,transit
20160216070258-44,transit
20160216120217-89,transit
20160217020230-428,transit
20160217060237-227,none
20160218030213-867,ranger
20160218110253-636,transit
20160219110233-416,camper
20160219120200-325,transit
20160220070216-100,none
20160220120245-802,transit
20160221080241-805,ranger
20160221110200-103,transit
20160221120204-494,transit
20160222040207-18,transit
20160222120234-310,transit
20160223030208-498,transit
20160223080250-771,transit
20160224020246-345,ranger
20160224100238-127,transit
20160224110204-88,transit
20160225020217-39,transit
20160225120226-427,transit
20160226020252-343,transit
20160226030201-278,ranger
20160226090202-887,transit
20160226100254-894,transit
20160226110222-225,ranger
20160227120208-436,transit
20160228050205-695,none
20160228050238-672,transit
20160228070246-880,transit
20160228080235-645,transit
20160229040208-333,transit
20160230020244-39,ranger
20160231070248-483,ranger
20160301010333-533,camper
20160301060327-227,ranger
20160301080312-181,transit
20160302010326-636,transit
20160303030330-18,transit
20160303060352-206,transit
20160303100343-663,transit
20160303120354-903,transit
20160305010300-208,transit
20160306010354-831,camper
20160306070336-208,transit
20160308100328-161,transit
20160308110332-855,transit
20160309050326-469,transit
20160309110344-985,transit
20160310040318-473,transit
20160310080321-754,transit
20160311020339-85,transit
20160311020341-536,transit
20160311040325-917,ranger
20160311050306-89,camper
20160311050309-656,camper
20160311060339-0,transit
20160311090327-223,none
20160311100356-945,ranger
20160312050334-768,transit
20160312100343-941,none
20160313030310-950,transit
20160313080303-229,transit
20160314090316-374,transit
20160315080311-109,transit
20160315080318-862,transit
20160315120351-132,transit
20160316020309-106,ranger
20160316040339-12,transit
20160317100339-729,camper
20160318030343-714,transit
20160320050339-77,transit
20160321020318-842,transit
20160321100355-666,transit
20160321110336-823,transit
20160322120305-250,ranger
20160323070337-197,transit
20160324080339-982,transit
20160325040313-769,transit
20160325120359-854,transit
20160326030315-917,camper
20160327020352-907,transit
20160327070314-50,transit
20160328020350-898,transit
20160330040332-667,transit
20160331030337-77,none
20160331080347-624,none
20160331120342-762,ranger
20160401060427-489,ranger
20160401060446-976,transit
20160402010438-874,camper
20160402020426-173,transit
20160402090444-743,transit
20160402100400-814,transit
20160403010440-830,ranger
20160403090427-480,transit
20160404030433-527,transit
20160404070433-339,ranger
20160405050443-721,transit
20160405060439-730,none
20160406050411-562,transit
20160406050457-134,transit
20160407010400-158,transit
20160407080416-325,transit
20160408060432-898,transit
20160408080425-810,ranger
20160408080432-291,none
20160409090431-300,transit
20160410030451-212,transit
20160410100449-506,transit
20160411030412-40,camper
20160411030426-791,transit
20160411040401-6,transit
20160412100403-624,camper
20160413020454-799,ranger
20160414060432-270,camper
20160414060451-781,ranger
20160416060402-233,none
20160418020452-804,transit
20160418080421-476,camper
20160418080457-245,camper
20160418090415-768,ranger
20160419070440-911,transit
20160419080431-102,camper
20160419090447-127,transit
20160419120429-18,transit
20160420030442-628,none
20160420090415-760,transit
20160420110409-58,ranger
20160422080415-869,ranger
20160423010413-528,transit
20160424050418-688,transit
20160424070451-587,camper
20160425020435-506,transit
20160425030454-472,transit
20160425060459-898,transit
20160425080453-147,transit
20160427080408-432,transit
20160428090427-775,ranger
20160431020436-103,transit
20160501030556-936,transit
20160503010513-655,transit
20160505090543-886,transit
20160506010551-430,none
20160506060543-446,transit
20160506090520-274,camper
20160506110549-199,ranger
20160507020539-379,transit
20160508090514-384,ranger
20160508110520-327,transit
20160508110557-805,transit
20160508120500-362,camper
20160509010522-618,transit
20160510080552-765,transit
20160512050520-463,transit
20160512100512-449,transit
20160513030527-362,transit
20160513050544-449,transit
20160514030537-832,transit
20160514060557-416,transit
20160515080531-944,none
20160517030525-890,ranger
20160517100526-559,transit
20160518010512-713,transit
20160519050557-605,transit
20160519070551-254,ranger
20160519100537-577,none
20160520030540-872,transit
20160520070545-547,ranger
20160521010500-745,transit
20160521020546-911,transit
20160521040514-90,camper
20160521080538-255,none
20160521090532-416,transit
20160522070503-334,ranger
20160522070509-90,ranger
20160523050526-218,transit
20160526030503-473,transit
20160526090513-641,transit
20160527090522-970,transit
20160528040546-801,transit
20160528060510-629,transit
20160529040506-398,transit
20160529040522-408,camper
20160529110513-705,transit
20160530030515-978,transit
20160530030540-575,transit
20160530100552-235,transit
20160601040643-359,transit
20160601110635-41,transit
20160602110658-772,transit
20160603050634-604,ranger
20160603110609-981,none
20160604020620-396,camper
20160605050645-673,transit
20160607110623-422,transit
20160607120648-794,transit
20160608090610-258,transit
20160609070620-50,transit
20160610030640-374,transit
20160610030651-843,none
20160611020625-594,transit
20160611070608-652,transit
20160613020654-242,transit
20160613110626-504,ranger
20160614060644-101,ranger
20160614100633-116,transit
20160615010624-175,transit
20160615090601-72,camper
20160618010659-729,camper
20160618100620-509,transit
20160620050655-94,ranger
20160621050656-468,transit
20160623090611-424,none
20160624030614-417,transit
20160624070637-743,camper
20160624080647-124,transit
20160624100651-301,transit
20160625100652-839,transit
20160626020621-918,transit
20160626060651-998,transit
20160626110628-349,transit
20160628010622-708,transit
20160628010625-497,transit
20160628050614-907,ranger
20160628120634-698,transit
20160629010655-660,transit
20160629030642-254,transit
20160631080640-121,none
20160631110649-856,transit
20160702110708-713,transit
20160704100725-625,transit
20160705070727-876,transit
20160705080752-968,ranger
20160706050747-283,ranger
20160707080752-614,transit
20160707110757-999,ranger
20160708080758-368,transit
20160708120701-333,transit
20160708120731-3,transit
20160709060739-448,camper
20160709090715-818,transit
20160709090729-590,ranger
20160710050724-829,transit
20160710080757-157,transit
20160710090713-197,transit
20160711110708-553,camper
20160712070723-898,transit
20160712100700-533,transit
20160713020730-122,transit
20160713110720-171,transit
20160713120740-227,transit
20160714060707-419,transit
20160714060744-440,none
20160715040757-420,camper
20160716100719-926,transit
20160717110749-446,ranger
20160720080704-203,ranger
20160721050736-319,transit
20160721110706-983,transit
20160722060724-636,transit
20160723050724-51,camper
20160724020747-832,transit
20160724030743-485,transit
20160724100706-330,transit
20160725080720-717,transit
20160726070754-116,transit
20160726120734-512,transit
20160727020736-139,none
20160728090757-429,camper
20160729010759-734,transit
20160729020750-9,transit
20160730020724-346,none
20160730060758-663,transit
20160730070750-227,none
20160730090754-811,transit
20160730110722-855,transit
20160731030724-544,transit
20160801100854-167,transit
20160801100858-954,ranger
20160801110851-452,transit
20160801110857-327,transit
20160802020821-76,transit
20160804120855-425,transit
20160805060844-909,transit
20160806080849-91,transit
20160807030807-21,transit
20160807080846-187,ranger
20160809090856-701,camper
20160810030805-143,transit
20160810120857-263,ranger
20160811030822-939,transit
20160812070829-287,ranger
20160812100806-592,ranger
20160813020801-597,camper
20160815120850-592,transit
20160816020837-305,none
20160816080827-555,ranger
20160818120830-969,transit
20160819010850-199,transit
20160819020855-792,transit
20160820070808-513,transit
20160820080859-353,transit
20160820110804-806,transit
20160821010851-536,transit
20160821010857-705,transit
20160821080848-469,transit
20160821110809-501,transit
20160821110841-900,transit
20160822110827-455,transit
20160823100817-643,transit
20160824050820-718,transit
20160824080836-678,transit
20160825070848-786,transit
20160825110847-877,ranger
20160825120827-912,transit
20160827030854-705,none
20160827070804-996,ranger
20160828030819-770,transit
20160829080852-844,transit
20160830120851-336,transit
20160831030828-838,none
20160831030841-570,transit
20160901040945-636,transit
20160901100946-75,transit
20160902060913-100,transit
20160902060942-509,camper
20160902100923-887,transit
20160902120905-152,transit
20160903070928-461,transit
20160903090924-797,transit
